"tag_session_id","start.timestamp","end.timestamp","flightDuration_sec","propSoaring","propActive","species_id","flightID","Date","flightSession","GPS_id","individual","ACC_id","harness_type","TAG_id","harnessExp","ACC_type","stepLength.sum","odbaAvg_smooth3s.sum","vedbaAvg_smooth3s_move.sum","vedbaAvg_smooth05s_flap.sum","vedbaAvg_smooth025s_noise.mean","vedbaCum_smooth025s_noise.mean"
"2018-06-28_gps3_acc3_flight2","2018-06-28 12:52:40","2018-06-28 13:14:45",1326,0.577677224736048,0.0113122171945701,"VF","gps3_flight2","2018-06-28",2,"3","GREGOIRE","3","LegLoop","gps3_acc3","treatment","AXY",17126.5471073,293.258212902,208.445601938,137.204631908,0.0861897705392157,2.15474426475113
"2018-06-28_gps4_acc4_flight3","2018-06-28 14:22:11","2018-06-28 14:44:34",1343.75999999,0.724653211881025,0.119068881348746,"RAV","gps4_flight3","2018-06-28",3,"4","MANU","4","Backpack","gps4_acc4","treatment","AXY",9747.780298933,457.2452361826,335.1926871125,283.23166676298,0.183229308336004,4.58073270556771
"2018-06-28_gps5_acc5_flight1","2018-06-28 11:28:46","2018-06-28 11:37:18",513,0.623781676413255,0.0116959064327485,"CONDOR","gps5_flight1","2018-06-28",1,"5","KUZCO","5","Backpack","gps5_acc5","treatment","AGM",6115.2917512,139.404996596,101.156655564,56.982662205,0.0844169400584795,2.11042349690058
"2018-06-28_gps5_acc5_flight2","2018-06-28 12:57:08","2018-06-28 13:24:30",1643,0.609251369446135,0.0310407790626902,"CONDOR","gps5_flight2","2018-06-28",2,"5","KUZCO","5","Backpack","gps5_acc5","treatment","AGM",9084.293016761,311.623969464,218.5459687453,149.8782793129,0.0704697260348144,1.76174315543031
"2018-06-28_gps6_acc6_flight1","2018-06-28 11:23:06","2018-06-28 11:42:48",1183,0.458157227387997,0,"VF","gps6_flight1","2018-06-28",1,"6","HENRI","6","LegLoop","gps6_acc6","treatment","AGM",14053.2591178,205.165592756,148.924451978,85.310601392,0.053627297016568,1.34068242642434
"2018-06-28_gps6_acc6_flight2","2018-06-28 12:52:47","2018-06-28 13:02:24",578,0.679930795847751,0.00173010380622837,"VF","gps6_flight2","2018-06-28",2,"6","HENRI","6","LegLoop","gps6_acc6","treatment","AGM",6426.9464654,117.676511805,85.421614412,47.45646497,0.0632719677595156,1.58179919404844
"2018-06-28_gps6_acc6_flight3","2018-06-28 14:22:55","2018-06-28 14:48:29",1535,0.53485342019544,0.00260586319218241,"VF","gps6_flight3","2018-06-28",3,"6","HENRI","6","LegLoop","gps6_acc6","treatment","AGM",21462.00735044,239.558895721,174.016298783,103.984479778,0.0503857220459935,1.25964305072313
"2018-06-28_gpsG_accG_flight1","2018-06-28 11:24:25","2018-06-28 11:51:39",1635,0.53394495412844,0.234862385321101,"VH","gpsG_flight1","2018-06-28",1,"G","GAELLE","G","Tail","gpsG_accG","treatment","Axytreck",22816.5887624,2128.35936954,1423.81880622,1346.01776614,0.80994247595107,20.2485619077676
"2018-06-28_gpsG_accG_flight2","2018-06-28 12:49:53","2018-06-28 13:10:29",1237,0.521422797089733,0.295068714632175,"VH","gpsG_flight2","2018-06-28",2,"G","GAELLE","G","Tail","gpsG_accG","treatment","Axytreck",14787.2565519,1693.34277844,1142.11007976,1014.36483894,0.80190876894907,20.0477192166532
"2018-06-28_gpsG_accG_flight3","2018-06-28 14:19:44","2018-06-28 14:52:35",1972,0.519776876267748,0.241379310344828,"VH","gpsG_flight3","2018-06-28",3,"G","GAELLE","G","Tail","gpsG_accG","treatment","Axytreck",27701.9394746,2500.69405231,1686.88635367,1561.10714076,0.790729093372211,19.7682273190162
"2018-06-28_gpsZ_accZ_flight1","2018-06-28 11:15:10","2018-06-28 11:44:14",1745,0.659025787965616,0.0739255014326648,"BK","gpsZ_flight1","2018-06-28",1,"Z","KLEA","Z","LegLoop","gpsZ_accZ","treatment","Axytreck",15744.69464926,768.844225247,548.630480318,341.3522995778,0.154619052698451,7.73095263395869
"2018-06-29_gps13_acc7_flight2","2018-06-29 12:55:26","2018-06-29 13:22:20",1615,0.624148606811145,0.121981424148607,"VH","gps13_flight2","2018-06-29",2,"13","GAELLE","7","Backpack","gps13_acc7","treatment","AGM",4728.601032798,367.938474418,250.3053003166,234.519391355,0.115334736314737,2.88336840475542
"2018-06-29_gps13_acc7_flight3","2018-06-29 14:26:57","2018-06-29 14:38:25",689,0.828737300435414,0.101596516690856,"VH","gps13_flight3","2018-06-29",3,"13","GAELLE","7","Backpack","gps13_acc7","treatment","AGM",7098.4122363,175.521100049,119.096033475,97.330374948,0.111205803670537,2.78014508795356
"2018-06-29_gps14_acc2_flight1","2018-06-29 11:20:02","2018-06-29 11:39:18",1157,0.800345721694036,0.0242005185825411,"VF","gps14_flight1","2018-06-29",1,"14","LEON","2","LegLoop","gps14_acc2","treatment","AXY",14904.34394624,276.318545659,184.712914334,111.524675392,0.0759034704191876,1.8975867627312
"2018-06-29_gps14_acc2_flight2","2018-06-29 12:52:49","2018-06-29 12:57:45",297,0.35016835016835,0.121212121212121,"VF","gps14_flight2","2018-06-29",2,"14","LEON","2","LegLoop","gps14_acc2","treatment","AXY",430.236860732,94.6759790659,65.7450643119,60.2284412681,0.167934318217508,4.19835795249158
"2018-06-29_gps14_acc2_flight3","2018-06-29 14:24:21","2018-06-29 14:30:12",352,0.295454545454545,0.289772727272727,"VF","gps14_flight3","2018-06-29",3,"14","LEON","2","LegLoop","gps14_acc2","treatment","AXY",2629.493078411,150.09553752,106.044297602,104.048182093,0.220267366639205,5.50668417025568
"2018-06-29_gps3_acc3_flight1","2018-06-29 11:17:18","2018-06-29 11:41:57",1480,0.625675675675676,0.000675675675675676,"VF","gps3_flight1","2018-06-29",1,"3","HENRI","3","LegLoop","gps3_acc3","treatment","AXY",18195.3932261,238.018478106,163.973775061,96.059003231,0.0494823901439189,1.23705975237162
"2018-06-29_gps3_acc3_flight2","2018-06-29 12:49:53","2018-06-29 13:31:18",2486,0.50402252614642,0.109412711182623,"VF","gps3_flight2","2018-06-29",2,"3","HENRI","3","LegLoop","gps3_acc3","treatment","AXY",7190.224562191,409.587912185192,297.219669462132,287.59543044152,0.0843491445773411,2.10872861134127
"2018-06-29_gps3_acc3_flight3","2018-06-29 14:24:15","2018-06-29 14:38:21",847,0.926800472255018,0.050767414403778,"VF","gps3_flight3","2018-06-29",3,"3","HENRI","3","LegLoop","gps3_acc3","treatment","AXY",8825.2050858,167.256135024,115.62953301,80.615064631,0.0702511602609209,1.75627900557261
"2018-06-29_gps4_acc4_flight1","2018-06-29 11:17:19","2018-06-29 11:49:37",1939,0.607013924703455,0.00206291903042806,"VH","gps4_flight1","2018-06-29",1,"4","GISELE","4","LegLoop","gps4_acc4","treatment","AXY",23151.8129227,340.927532394,232.703494016,133.983382489,0.0507489128122744,1.26872281942754
"2018-06-29_gps4_acc4_flight2","2018-06-29 12:54:55","2018-06-29 14:02:00",4026,0.53725782414307,0.0834575260804769,"VH","gps4_flight2","2018-06-29",2,"4","GISELE","4","LegLoop","gps4_acc4","treatment","AXY",9366.472783063,582.619381565343,420.933273338963,383.77738807937,0.0694204692456557,1.73551173046592
"2018-06-29_gps4_acc4_flight3","2018-06-29 14:27:35","2018-06-29 15:02:44",2110,0.863862559241706,0.0417061611374408,"VH","gps4_flight3","2018-06-29",3,"4","GISELE","4","LegLoop","gps4_acc4","treatment","AXY",14768.985020499,332.94802596086,233.46954689841,162.79888941864,0.057193145831019,1.42982864694616
"2018-06-29_gps5_acc5_flight1","2018-06-29 11:17:33","2018-06-29 11:42:03",1471,0.624745071380014,0.00339904826648538,"VF","gps5_flight1","2018-06-29",1,"5","GREGOIRE","5","Backpack","gps5_acc5","treatment","AGM",21727.91965412,239.488791174,171.702013184,110.608768499,0.0617335604799456,1.54333900991842
"2018-06-29_gps5_acc5_flight2","2018-06-29 12:49:54","2018-06-29 13:48:49",3536,0.597002262443439,0.0709841628959276,"VF","gps5_flight2","2018-06-29",2,"5","GREGOIRE","5","Backpack","gps5_acc5","treatment","AGM",6899.523879789,530.1238579185,367.1135706659,356.9316688369,0.0801901564593891,2.00475391072851
"2018-06-29_gps5_acc5_flight3","2018-06-29 14:57:01","2018-06-29 15:03:10",370,0.943243243243243,0.0324324324324324,"VF","gps5_flight3","2018-06-29",3,"5","GREGOIRE","5","Backpack","gps5_acc5","treatment","AGM",4166.7621116,70.417027924,49.184615628,33.025072232,0.0707876086756757,1.76969021386486
"2018-06-29_gps6_acc6_flight1","2018-06-29 11:20:06","2018-06-29 11:24:42",277,0.945848375451264,0.0036101083032491,"VR","gps6_flight1","2018-06-29",1,"6","KIRIKOU","6","LegLoop","gps6_acc6","treatment","AGM",2820.9305535,61.257975349,43.000174153,23.895138816,0.0698931561624549,1.74732890397112
"2018-06-29_gps6_acc6_flight2","2018-06-29 12:52:47","2018-06-29 13:59:52",4026,0.600099354197715,0.0981122702434178,"VR","gps6_flight2","2018-06-29",2,"6","KIRIKOU","6","LegLoop","gps6_acc6","treatment","AGM",9568.795304966,819.214076291,552.3126607559,530.1577103161,0.10662209016083,2.66555225598286
"2018-06-29_gps6_acc6_flight3","2018-06-29 14:26:52","2018-06-29 14:38:28",697,0.850789096126255,0.0631276901004304,"VR","gps6_flight3","2018-06-29",3,"6","KIRIKOU","6","LegLoop","gps6_acc6","treatment","AGM",7011.2291524,154.325851593,106.573875478,79.431853557,0.0869683750530846,2.1742093748637
"2018-06-29_gpsH_accH_flight2","2018-06-29 12:59:14","2018-06-29 13:34:15",2102,0.676022835394862,0.104662226450999,"RAV","gpsH_flight2","2018-06-29",2,"H","KHAN","H","Tail","gpsH_accH","treatment","Axytreck",5570.5054133,1017.048700005,687.6202587898,640.1020832282,0.283992653625642,7.09981633655566
"2018-06-29_gpsI_accI_flight1","2018-06-29 11:27:32","2018-06-29 11:30:40",189,0.883597883597884,0.111111111111111,"PYG","gpsI_flight1","2018-06-29",1,"I","DAKOTA","I","Tail","gpsI_accI","treatment","Axytreck",1820.6277899,126.69978456,84.2809684,67.58163836,0.32948700021164,8.23717498465608
"2018-06-30_gps13_acc7_flight1","2018-06-30 11:21:00","2018-06-30 11:46:00",1501,0.760826115922718,0.0206528980679547,"VF","gps13_flight1","2018-06-30",1,"13","GREGOIRE","7","Backpack","gps13_acc7","treatment","AGM",18750.2693698,320.796235084,224.988600215,156.217428996,0.0840090756755496,2.100372267495
"2018-06-30_gps13_acc7_flight2","2018-06-30 12:49:36","2018-06-30 13:13:12",1417,0.323923782639379,0.0959774170783345,"VF","gps13_flight2","2018-06-30",2,"13","GREGOIRE","7","Backpack","gps13_acc7","treatment","AGM",8174.363332612,403.464643206,272.925993036,238.4766803025,0.131846127772548,3.2962836553705
"2018-06-30_gps13_acc7_flight3","2018-06-30 14:21:20","2018-06-30 14:49:31",1692,0.593971631205674,0.0041371158392435,"VF","gps13_flight3","2018-06-30",3,"13","GREGOIRE","7","Backpack","gps13_acc7","treatment","AGM",26839.29786432,290.442830068,206.704133984,139.499829051,0.0676218671749409,1.69067138931442
"2018-06-30_gps14_acc2_flight1","2018-06-30 11:20:21","2018-06-30 11:26:31",371,0.8544474393531,0.0242587601078167,"CONDOR","gps14_flight1","2018-06-30",1,"14","KUZCO","2","Backpack","gps14_acc2","treatment","AXY",4169.3893831,86.394518898,62.289912867,40.196349621,0.0857411871590296,2.14371425630728
"2018-06-30_gps14_acc2_flight2","2018-06-30 12:45:47","2018-06-30 13:12:17",1591,0.912633563796355,0.0810810810810811,"CONDOR","gps14_flight2","2018-06-30",2,"14","KUZCO","2","Backpack","gps14_acc2","treatment","AXY",7511.868071431,435.4403636451,304.0566975969,242.1116862991,0.122081170760025,3.05216983058642
"2018-06-30_gps3_acc3_flight1","2018-06-30 11:17:42","2018-06-30 11:42:02",1461,0.654346338124572,0.00205338809034908,"VH","gps3_flight1","2018-06-30",1,"3","GAELLE","3","Backpack","gps3_acc3","treatment","AXY",17835.6492398,231.851508487,168.764992787,110.864771959,0.0633944454839151,1.58499117727584
"2018-06-30_gps3_acc3_flight2","2018-06-30 12:46:25","2018-06-30 12:59:47",803,0.510585305105853,0.099626400996264,"VH","gps3_flight2","2018-06-30",2,"3","GAELLE","3","Backpack","gps3_acc3","treatment","AXY",9147.9463287,240.286086592,174.337604723,135.342621858,0.132094679420922,3.30250988009963
"2018-06-30_gps3_acc3_flight3","2018-06-30 14:19:15","2018-06-30 14:41:28",1334,0.73688155922039,0.0322338830584708,"VH","gps3_flight3","2018-06-30",3,"3","GAELLE","3","Backpack","gps3_acc3","treatment","AXY",18567.1458182,285.57861592,205.806451389,152.515581322,0.0928282712151424,2.32099684541229
"2018-06-30_gps4_acc4_flight1","2018-06-30 11:18:07","2018-06-30 11:28:34",628,0.707006369426752,0.152866242038217,"VF","gps4_flight1","2018-06-30",1,"4","LEON","4","Backpack","gps4_acc4","treatment","AXY",5360.6218389,292.29279331,204.8265384354,180.7643167057,0.233023215413121,5.82573731587357
"2018-06-30_gps5_acc5_flight1","2018-06-30 11:16:38","2018-06-30 11:46:02",1765,0.677053824362606,0.00453257790368272,"VR","gps5_flight1","2018-06-30",1,"5","KIRIKOU","5","LegLoop","gps5_acc5","treatment","AGM",21667.930288357,315.625390793,227.424557064,134.1747358619,0.0591669433882153,1.47929540751275
"2018-06-30_gps5_acc5_flight2","2018-06-30 12:45:45","2018-06-30 12:59:37",833,0.651860744297719,0.141656662665066,"VR","gps5_flight2","2018-06-30",2,"5","KIRIKOU","5","LegLoop","gps5_acc5","treatment","AGM",8943.50058377,316.438866219,221.927678603,180.5612861366,0.168237597681753,4.20618433662665
"2018-06-30_gps5_acc5_flight3","2018-06-30 14:19:44","2018-06-30 14:49:31",1788,0.697986577181208,0.029082774049217,"VR","gps5_flight3","2018-06-30",3,"5","KIRIKOU","5","LegLoop","gps5_acc5","treatment","AGM",24994.6221521,363.186824684,259.33789894,174.73192025,0.0748287678954139,1.87087080776286
"2018-06-30_gps6_acc6_flight1","2018-06-30 11:20:42","2018-06-30 12:18:07",3446,0.721416134648868,0.00986651189785258,"VH","gps6_flight1","2018-06-30",1,"6","GISELE","6","LegLoop","gps6_acc6","treatment","AGM",39800.7918782,688.7198295,476.608714537,281.728150434,0.058497186116599,1.46255285642194
"2018-06-30_gps6_acc6_flight2","2018-06-30 12:49:10","2018-06-30 13:30:37",2488,0.652733118971061,0.00401929260450161,"VH","gps6_flight2","2018-06-30",2,"6","GISELE","6","LegLoop","gps6_acc6","treatment","AGM",29263.0995324,520.188282575,358.49237733,207.895812865,0.0607812655707395,1.51968262758039
"2018-06-30_gps6_acc6_flight3","2018-06-30 14:21:03","2018-06-30 14:42:29",1287,0.616938616938617,0.00699300699300699,"VH","gps6_flight3","2018-06-30",3,"6","GISELE","6","LegLoop","gps6_acc6","treatment","AGM",16629.4245872,241.277652599,165.393492236,98.528345577,0.055688532020202,1.39230236800311
"2018-06-30_gpsB_acc1_flight2","2018-06-30 12:49:38","2018-06-30 13:22:54",1997,0.0275413119679519,0.0951427140711067,"RAV","gpsB_flight2","2018-06-30",2,"B","MANU","1","LegLoop","gpsB_acc1","treatment","AXY",3437.416625948,439.39877525251,308.39248466611,276.12344995002,0.110812032075323,2.77075186635023
"2018-06-30_gpsG_accG_flight1","2018-06-30 11:10:40","2018-06-30 11:26:26",947,0.508975712777191,0.0242872228088701,"BK","gpsG_flight1","2018-06-30",1,"G","KLEA","G","Backpack","gpsG_accG","treatment","Axytreck",7777.11813972,406.387600266,256.060395063,159.187845642,0.142979712746568,3.57575476910243
"2018-06-30_gpsG_accG_flight2","2018-06-30 12:41:03","2018-06-30 13:03:38",1356,0.483038348082596,0.053834808259587,"BK","gpsG_flight2","2018-06-30",2,"G","KLEA","G","Backpack","gpsG_accG","treatment","Axytreck",9945.43000558,758.193792027,471.125652468,312.501003088,0.202253469235251,5.05670880612832
"2018-06-30_gpsH_accH_flight1","2018-06-30 11:28:54","2018-06-30 11:40:14",681,0.738619676945668,0.0558002936857562,"PYG","gpsH_flight1","2018-06-30",1,"H","LAFAYETTE","H","Tail","gpsH_accH","treatment","Axytreck",5055.5641701,731.794539953,488.467436427,425.790139668,0.574307240314244,14.3611038451542
"2018-06-30_gpsH_accH_flight2","2018-06-30 12:58:25","2018-06-30 13:45:50",2846,0.518973998594519,0.334153197470134,"PYG","gpsH_flight2","2018-06-30",2,"H","DAGOBERT","H","Tail","gpsH_accH","treatment","Axytreck",7604.34618126,2202.7650036678,1480.1800151706,1367.8548749984,0.416042666359081,10.4022580718597
"2018-06-30_gpsI_accI_flight1","2018-06-30 11:18:35","2018-06-30 12:17:09",3515,0.593172119487909,0.0708392603129445,"RAV","gpsI_flight1","2018-06-30",1,"I","KHAN","I","Tail","gpsI_accI","treatment","Axytreck",36324.6674595,2411.24855792,1666.91641333,1438.0832011,0.370012382545092,9.25121630113798
"2018-06-30_gpsJ_accJ_flight1","2018-06-30 11:29:11","2018-06-30 11:37:44",514,0.807392996108949,0.0330739299610895,"PYG","gpsJ_flight1","2018-06-30",1,"J","DAKOTA","J","Tail","gpsJ_accJ","treatment","Axytreck",5510.29890982,434.904502092,281.874306354,240.936980152,0.449450122750973,11.241844494358
"2018-06-30_gpsJ_accJ_flight2","2018-06-30 12:59:15","2018-06-30 13:07:32",498,0.755020080321285,0.0301204819277108,"PYG","gpsJ_flight2","2018-06-30",2,"J","DAKOTA","J","Tail","gpsJ_accJ","treatment","Axytreck",5414.0718764,563.66338278,362.7089208,313.66897865,0.588646817148594,14.7166715829317
"2018-06-30_gpsJ_accJ_flight3","2018-06-30 14:29:29","2018-06-30 14:54:27",1499,0.350900600400267,0.0627084723148766,"PYG","gpsJ_flight3","2018-06-30",3,"J","RANTANPLAN","J","Tail","gpsJ_accJ","treatment","Axytreck",1943.43147713,764.837084289,511.955053165,459.300124454,0.29115685477739,7.2796229155478
"2018-07-01_gps13_acc7_flight2","2018-07-01 12:20:12","2018-07-01 12:28:49",517.76,0.793804079110012,0.1096260815822,"RAV","gps13_flight2","2018-07-01",2,"13","MANU","7","LegLoop","gps13_acc7","treatment","AGM",4650.6768887,195.852167827,136.594874032,109.926512437,0.175827358874517,4.39716864166023
"2018-07-01_gps3_acc3_flight1","2018-07-01 10:22:06","2018-07-01 10:24:10",125,0.288,0.256,"VF","gps3_flight1","2018-07-01",1,"3","HERCULE","3","LegLoop","gps3_acc3","control","AXY",191.18821333,55.3016192339,37.8454057678,35.1956933893,0.2329092305632,5.823857771728
"2018-07-01_gps3_acc3_flight2","2018-07-01 12:20:03","2018-07-01 12:28:44",522,0.940613026819923,0.0363984674329502,"VF","gps3_flight2","2018-07-01",2,"3","HERCULE","3","LegLoop","gps3_acc3","control","AXY",5995.981119,126.320661449,89.168483937,64.358707655,0.0945230371436782,2.36336389655172
"2018-07-01_gps3_acc3_flight3","2018-07-01 13:57:23","2018-07-01 14:02:41",319,0.504702194357367,0.109717868338558,"VF","gps3_flight3","2018-07-01",3,"3","HERCULE","3","LegLoop","gps3_acc3","control","AXY",3909.5203147,104.471351169,75.918772312,59.057035069,0.138649845357367,3.46641366316614
"2018-07-01_gps4_acc4_flight1","2018-07-01 10:22:06","2018-07-01 10:24:10",125,0.336,0.224,"VF","gps4_flight1","2018-07-01",1,"4","HERCULE","4","Backpack","gps4_acc4","control","AXY",187.01878688,54.8044816592,38.3620580799,35.0744812032,0.2205742671776,5.51548259224
"2018-07-01_gps4_acc4_flight2","2018-07-01 12:20:03","2018-07-01 12:28:44",521.75999999,0.932919349891385,0.0440815700713754,"VF","gps4_flight2","2018-07-01",2,"4","HERCULE","4","Backpack","gps4_acc4","control","AXY",5905.2068308,130.37113637,94.268420757,70.544327258,0.109717154193487,2.74331265340996
"2018-07-01_gps4_acc4_flight3","2018-07-01 13:57:23","2018-07-01 14:02:41",319,0.520376175548589,0.13166144200627,"VF","gps4_flight3","2018-07-01",3,"4","HERCULE","4","Backpack","gps4_acc4","control","AXY",3829.5781426,115.212555587,85.343909702,70.448406022,0.170517414677116,4.26311174730407
"2018-07-01_gps5_acc5_flight1","2018-07-01 10:19:04","2018-07-01 11:06:56",2873,0.626174730247128,0.0226244343891403,"VH","gps5_flight1","2018-07-01",1,"5","GISELE","5","LegLoop","gps5_acc5","treatment","AGM",32976.644635345,543.9521213589,373.8907837369,235.9705111369,0.0588460803912635,1.47128515964393
"2018-07-01_gps5_acc5_flight2","2018-07-01 12:19:39","2018-07-01 12:54:39",2101,0.586863398381723,0.002855782960495,"VH","gps5_flight2","2018-07-01",2,"5","GISELE","5","LegLoop","gps5_acc5","treatment","AGM",27740.8186588,369.684830658,250.901779438,149.906913974,0.051729394812851,1.29339549976202
"2018-07-01_gps5_acc5_flight3","2018-07-01 13:52:54","2018-07-01 14:15:48",1375,0.590545454545455,0.000727272727272727,"VH","gps5_flight3","2018-07-01",3,"5","GISELE","5","LegLoop","gps5_acc5","treatment","AGM",17659.2583837,244.396928819,165.660231939,94.258698755,0.0500952539243636,1.25252410256727
"2018-07-01_gps6_acc6_flight1","2018-07-01 10:19:01","2018-07-01 10:51:54",1974,0.480749746707194,0.0167173252279635,"VF","gps6_flight1","2018-07-01",1,"6","HENRI","6","LegLoop","gps6_acc6","treatment","AGM",24451.6374252,325.564120184,232.962783391,143.686878432,0.0528752709037487,1.32195416696049
"2018-07-01_gps6_acc6_flight2","2018-07-01 12:19:45","2018-07-01 12:25:49",365,0.63013698630137,0.0219178082191781,"VF","gps6_flight2","2018-07-01",2,"6","HENRI","6","LegLoop","gps6_acc6","treatment","AGM",3768.6758605,76.951722866,54.981982195,31.246011831,0.0643563880712329,1.60926389578082
"2018-07-01_gps6_acc6_flight3","2018-07-01 13:52:40","2018-07-01 14:08:18",939,0.708200212992545,0,"VF","gps6_flight3","2018-07-01",3,"6","HENRI","6","LegLoop","gps6_acc6","treatment","AGM",11424.3318618,146.697791607,104.335563226,59.441556129,0.0476358090074547,1.19094949971246
"2018-07-01_gpsB_acc1_flight1","2018-07-01 10:22:42","2018-07-01 10:26:41",240,0.625,0.00416666666666667,"CONDOR","gpsB_flight1","2018-07-01",1,"B","KUZCO","1","Backpack","gpsB_acc1","treatment","AXY",2676.1489096,50.354929122,36.888740791,21.829290056,0.0729086566625,1.822980599
"2018-07-01_gpsB_acc1_flight2","2018-07-01 12:19:53","2018-07-01 12:25:53",361,0.678670360110803,0.116343490304709,"CONDOR","gpsB_flight2","2018-07-01",2,"B","KUZCO","1","Backpack","gpsB_acc1","treatment","AXY",4097.3227262,121.267190141,89.9490391,72.359829911,0.157790852501385,3.94721347426593
"2018-07-01_gpsB_acc1_flight3","2018-07-01 13:57:18","2018-07-01 14:07:38",621,0.884057971014493,0.0660225442834139,"CONDOR","gpsB_flight3","2018-07-01",3,"B","KUZCO","1","Backpack","gpsB_acc1","treatment","AXY",7615.4067119,168.312335426,123.958520103,88.158565196,0.109475994742351,2.73716580766506
"2018-07-01_gpsG_accG_flight3","2018-07-01 13:55:14","2018-07-01 14:28:00",1967,0.642094560244026,0.00915099135739705,"RAV","gpsG_flight3","2018-07-01",3,"G","KHAN","G","Tail","gpsG_accG","treatment","Axytreck",22726.28421704,908.49107986,632.449746793,504.112445732,0.22328490475394,5.58276915165226
"2018-07-01_gpsI_accI_flight1","2018-07-01 10:31:51","2018-07-01 10:42:39",649,0.738058551617874,0.0708782742681048,"VOC","gpsI_flight1","2018-07-01",1,"I","SHARON","I","Tail","gpsI_accI","treatment","Axytreck",679.08089066,249.790576535,166.3662093204,157.2990692658,0.216897737748382,5.42249816904468
"2018-07-01_gpsI_accI_flight2","2018-07-01 12:30:55","2018-07-01 12:39:30",516,0.85077519379845,0.0910852713178295,"PYG","gpsI_flight2","2018-07-01",2,"I","DAGOBERT","I","Tail","gpsI_accI","treatment","Axytreck",6182.4052684,454.08928012,304.16384044,249.06566324,0.436702871434109,10.9181483449612
"2018-07-01_gpsI_accI_flight3","2018-07-01 14:06:34","2018-07-01 14:11:09",276,0.884057971014493,0.0688405797101449,"PYG","gpsI_flight3","2018-07-01",3,"I","DAGOBERT","I","Tail","gpsI_accI","treatment","Axytreck",3218.6809474,329.29741643,220.55789911,190.28864633,0.611873505398551,15.3012279644928
"2018-07-01_gpsJ_accJ_flight3","2018-07-01 13:45:19","2018-07-01 14:03:05",1067,0.655107778819119,0.0178069353327085,"BK","gpsJ_flight3","2018-07-01",3,"J","KLEA","J","Backpack","gpsJ_accJ","treatment","Axytreck",9396.14232114,405.566156652,260.285214218,165.674257633,0.136151287021556,3.40395590721649
